PART_NO,VILLAGE,SECTION_NO,SECTION_ADDRESS
193,Bhadras Sadri,2,"Kumharo Ka Bas Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,3,"Chakki Vali Gali Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,4,"Meghavalo Ka Bas Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,5,"Choudhariyo Ka Upala Bas Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,6,"Vadoba Ka Bera Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,7,"Bera Nimbadiya Ward No. 4, Bhadras Sadri"
193,Bhadras Sadri,8,"Lambi Gali Ward No. 5, Bhadras Sadri"
193,Bhadras Sadri,9,Sadri Road Ward No. 5 Bhadras Sadri
193,Bhadras Sadri,10,Sukharaj Ka Bera Ward No. 5 Bhadras Sadri
193,Bhadras Sadri,11,"Navani Amritiya Bera Ward No. 5, Bhadras Sadri"
193,Bhadras Sadri,12,Nayon Wala Bera Ward No. 5 Bhadras Sadri
193,Bhadras Sadri,13,"Ward No.5, Bhadras Sadri"
194,Pratapgarh Sadri,1,"Mukhya Gram Bavariyo Ka Jhupa Ward No. 1, Pratapgarh Sadri"
195,Pratapgarh Sadri,1,"Mukhya Gram Bavariyo Ka Jhupa Ward No. 2, Pratapgarh Sadri"
196,Pratapgarh Sadri,1,"Mukhya Gram Bavariyo Ka Jhupa Ward No. 3, Pratapgarh Sadri"
196,Pratapgarh Sadri,2,"Mukhya Gram Bavariyo Ka Jhupa Ward No. 3, Pratapgarh Sadri"
197,Juna,1,"Nai Dhani ,Juna"
197,Juna,2,"Akhariya ,Juna"
198,Juna,1,"Akhariya ,Juna"
198,Juna,2,"Chouhata ,Juna"
198,Juna,3,"Meghwalon Ka Bas ,Juna"
199,Juna,1,"Mukhya Road ,Juna"
199,Juna,2,"Thubadi Arat,Juna"
199,Juna,3,"School Ke Pas Se Akhariya ,Juna"
199,Juna,4,"Sekava Arat,Juna"
199,Juna,5,"Meghwalon Ka Bas ,Juna"
200,Malari,1,"Meghwalon Ka Vas-1 ,Malari"
200,Malari,2,"Dimada Ku ,Malari"
200,Malari,3,"Sutharo Ka Bas ,Malari"
200,Malari,4,"Ravla ,Malari"
200,Malari,5,"Meghwalon Ka Bas-2 ,Malari"
200,Malari,6,"Akariya ,Malari"
200,Malari,7,"Rathoud Bas ,Malari"
200,Malari,8,"Bhativas ,Malari"
200,Malari,9,"Raika Bas ,Malari"
200,Malari,10,"Hiragar Bas ,Malari"
200,Malari,11,"Gulab Sagar , Shivasagar Pipaliya Mataji ,Malari"
201,Biliya,1,"Bera Dhibi ,Biliya"
201,Biliya,2,"Raika Bas ,Biliya"
201,Biliya,3,"Math ,Biliya"
201,Biliya,4,"Akariya ,Biliya"
201,Biliya,5,"Chohata ,Biliya"
201,Biliya,6,"Latada Road ,Biliya"
201,Biliya,7,"Bera ,Biliya"
202,Shivtalav,1,"Suravato Ka Bas ,Shiv Talab"
202,Shivtalav,2,"Kot Ki Gali ,Shiv Talab"
202,Shivtalav,3,"Sosavato Ka Bas ,Shiv Talab"
202,Shivtalav,4,"Badi Seri ,Shiv Talab"
202,Shivtalav,5,"Bera Obalava ,Shiv Talab"
202,Shivtalav,6,"Pichaka Ke Pas ,Shiv Talab"
202,Shivtalav,7,"Barala Bas ,Shiv Talab"
203,Shivtalav,1,"Baralabas ,Shiv Talab"
203,Shivtalav,2,"Megavalo Ka Bas-1 ,Shiv Talab"
203,Shivtalav,3,"Kumharo Ka Bas ,Shiv Talab"
203,Shivtalav,4,"Meghavalo Ka Bas-2 ,Shiv Talab"
203,Shivtalav,5,"Pichaka Ke Pas ,Shiv Talab"
203,Shivtalav,6,"Nai Abadi-1 ,Shiv Talab"
203,Shivtalav,7,"Rebari Wala ,Shiv Talab"
203,Shivtalav,8,"Nai Abadi-2 ,Shiv Talab"
203,Shivtalav,9,"Mali Wala ,Shiv Talab"
204,Dungarli,1,"School Ke Pas ,Dungarali"
204,Dungarli,2,"Shanishvar Dev Ki Gali ,Dungarali"
204,Dungarli,3,"Gadoliya Ki Gali ,Dungarali"
204,Dungarli,4,"Naiyo Ka Bas ,Dungarali"
204,Dungarli,5,"Sutharo Ka Bas ,Dungarali"
204,Dungarli,6,"Meghwalon Ka Bas ,Dungarali"
204,Dungarli,7,"Rebariyo Ka Bas ,Dungarali"
205,Dungarli,1,"Ramdev Ji Ki Gali ,Dungarali"
205,Dungarli,2,"Maliyo Ka Bas ,Dungarali"
205,Dungarli,3,"Rajputon Ka Bas ,Dungarali"
205,Dungarli,4,"Chelaji Wala Ku ,Dungarali"
205,Dungarli,5,"Maliya wala bera ,Dungarali"
205,Dungarli,6,"Sutharo Wala Ku ,Dungarali"
205,Dungarli,7,"Noukh Ku ,Dungarali"
205,Dungarli,8,"Hanuman Ji Ke Mandir Ke Pas ,Dungarali"
205,Dungarli,9,"Bera riya ,Dungarali"
205,Dungarli,10,"Vidhalay Ke Pas ,Dungarali"
206,Lalrai,1,"Sindalo Ka Bas ,Lalrai"
206,Lalrai,2,"Maliyo Ka Bas ,Lalrai"
206,Lalrai,3,"Rabadiyo Ka Vas ,Lalrai"
206,Lalrai,4,"Jogmaya Mandir Gali ,Lalrai"
206,Lalrai,5,"Moilo Ka Vas ,Lalrai"
206,Lalrai,6,"Ambedkar Chouraha ,Lalrai"
206,Lalrai,7,"Am Chouraha ,Lalrai"
206,Lalrai,8,"Motaro Ki Gali ,Lalrai"
206,Lalrai,9,"Goyal Colony ,Lalrai"
206,Lalrai,10,"Akariya Chouraha ,Lalrai"
206,Lalrai,11,"Rajiv Colony ,Lalrai"
206,Lalrai,12,"Bera Kumhariya ,Lalrai"
207,Lalrai,1,"Sutharo Ka Vas ,Lalrai"
207,Lalrai,2,"Vaishnav Gali ,Lalrai"
207,Lalrai,3,"Meghawalo Ka Bas ,Lalrai"
207,Lalrai,4,"Luharo Ki Gali ,Lalrai"
207,Lalrai,5,"Purani Gali ,Lalrai"
207,Lalrai,6,"Damami Mohalla ,Lalrai"
207,Lalrai,7,"Latada Marg ,Lalrai"
207,Lalrai,8,"Bera Sat Khejadi ,Lalrai"
207,Lalrai,9,"Kalbeliya Basti,Lalrai"
207,Lalrai,10,"Meeno Ki Gali,Lalrai"
207,Lalrai,11,"Bera Latada Marg,Lalrai"
207,Lalrai,12,"Bera Ganeshji Wala, Lalrai"
207,Lalrai,13,"Bera Sutharo Wala,Lalrai"
207,Lalrai,14,"Bera Nibala/Khuniyawa,Lalrai"
207,Lalrai,15,"Bera Vokiyawa,Lalrai"
207,Lalrai,16,"Bera Sanawa,Lalrai"
207,Lalrai,17,"Bera Lunawa Marg,Lalrai"
208,Sesali,1,"Bali Road, Choudhariyon Ka Bas ,Sesali Bayan Bhag"
208,Sesali,2,"Boya Road, Choudhariyon Ka Bas ,Sesali Bayan Bhag"
208,Sesali,3,"Hiragaro Ka Bas, Boya Road ,Sesali Bayan Bhag"
208,Sesali,4,"Rebariyon Ka Bas-1 ,Sesali Bayan Bhag"
208,Sesali,5,"Jogiyon Ka Bas-1 ,Sesali Bayan Bhag"
208,Sesali,6,"Rebariyon Ka Bas-2 ,Sesali Bayan Bhag"
208,Sesali,7,"Meeno Ka Bas-1 ,Sesali Bayan Bhag"
208,Sesali,8,"Bera Ota Ram ,Sesali Bayan Bhag"
208,Sesali,9,"Bera Poma Ram ,Sesali Bayan Bhag"
208,Sesali,10,"Bera Navarahat ,Sesali Bayan Bhag"
208,Sesali,11,"Boya Road Mukhya Marg ,Sesali Bayan Bhag"
208,Sesali,12,"Aakharia Chowk ,Sesali Bayan Bhag"
209,Sesali,1,"Pejaga Chowk Aakharia ,Sesali Bayan Bhag"
209,Sesali,2,"Bera Bhava Wala ,Sesali Bayan Bhag"
209,Sesali,3,"Bera Kagadi Wala ,Sesali Bayan Bhag"
209,Sesali,4,"Bera Malava ,Sesali Bayan Bhag"
209,Sesali,5,"Meeno Ka Bas-2 ,Sesali Bayan Bhag"
209,Sesali,6,"Jogiyon Ka Bas-2 ,Sesali Bayan Bhag"
209,Sesali,7,"Rajputon Ka Bas ,Sesali"
209,Sesali,8,"Jogiyo Ka Bas ,Sesali"
209,Sesali,9,"Pejaka Chouraya ,Sesali"
209,Sesali,10,"Purohito Ka Bas ,Sesali"
209,Sesali,11,"Ravlo Ka Bas ,Sesali"
209,Sesali,12,"Kumharo Ka Bas ,Sesali"
210,Sesali,1,"Medhavalo Ka Bas ,Sesali"
210,Sesali,2,"Sutharo Ka Bas ,Sesali"
210,Sesali,3,"Rabariyo Ka Bas ,Sesali"
211,Boya,1,"Jain Mandir Ke Pas ,Boya"
211,Boya,2,"School Road ,Boya"
211,Boya,3,"Sevadi Road-1 ,Boya"
211,Boya,4,"Nai Basti Sevadi Road ,Boya"
211,Boya,5,"Sevadi Road-2 ,Boya"
211,Boya,6,"Rabadiyo Ka Bas ,Boya"
211,Boya,7,"Jain Mandir Chouraha ,Boya"
212,Boya,1,"Ramdev Mandir Ke Pas ,Boya"
212,Boya,2,"Indra Colony ,Boya"
212,Boya,3,"Rabadi Dhani Road ,Boya"
212,Boya,4,"School Road ,Boya"
212,Boya,5,"Purohito Ka Bas ,Boya"
212,Boya,6,"Hanuman Mandir Ke Pas ,Boya"
213,Boya,1,"Bas Stand ,Boya"
213,Boya,2,"Ranavato Ka Bas ,Boya"
213,Boya,3,"Purohito Ka Bas ,Boya"
213,Boya,4,"Aragali ,Boya"
213,Boya,5,"Chakalai ,Boya"
213,Boya,6,"Panchayat Bhawan Ke Samne ,Boya"
213,Boya,7,"Sonigara Bas ,Boya"
214,Sokra,1,"Santoshi Nagar Purohito Ki Gali ,Sokada"
214,Sokra,2,"Rebadiyo Ki Gali ,Sokada"
214,Sokra,3,"Bali Road ,Sokada"
214,Sokra,4,"Nai Pol ,Sokada"
214,Sokra,5,"Rajapurohito Ka Bas Darwaje Ke Andra ,Sokada"
214,Sokra,6,"Devado Ki Gali ,Sokada"
214,Sokra,7,"Khadiya Bas ,Sokada"
214,Sokra,8,"Thakur Ji Gali ,Sokada"
214,Sokra,9,"Megavalo Ki Gali ,Sokada"
214,Sokra,10,"Ramdev Choraha ,Sokada"
214,Sokra,11,"Bhagali Marg ,Sokada"
214,Sokra,12,"Perava Marg ,Sokada"
215,Bhagali,1,"Mataji Ki Gali ,Bhagali"
215,Bhagali,2,"Bhopaji Ka Bas ,Bhagali"
215,Bhagali,3,"Sabalaji Ka Bas ,Bhagali"
215,Bhagali,4,"Lakshmanaram Ka Bas ,Bhagali"
215,Bhagali,5,"Perava Kachcha Marg ,Bhagali"
215,Bhagali,6,"Rajputon Ka Bada Bas ,Bhagali"
215,Bhagali,7,"Rajputon Ka Chhota Bas ,Bhagali"
215,Bhagali,8,"Meghavalo Ka Bas ,Bhagali"
215,Bhagali,9,"Dalapat Singh Ji Ka Ravla Gali ,Kotada"
215,Bhagali,10,"Bhimasingh Ji Ki Gali ,Kotada"
215,Bhagali,11,"Megh Singh Ji Ki Gali ,Kotada"
215,Bhagali,12,"Devasiyo Ki Gali ,Kotada"
215,Bhagali,13,"Bijapur Kachcha Rasta ,Kotada"
216,Perwa,1,"Am Chouhata ,Perava"
216,Perwa,2,"Brahamano Ka Vas ,Perava"
216,Perwa,3,"Ghachiyo Ka Vas ,Perava"
216,Perwa,4,"Guruo Ka Vas ,Perava"
216,Perwa,5,"Baralavas ,Perava"
216,Perwa,6,"Bedal Road ,Perava"
216,Perwa,7,"Meghavalo Ka Vas ,Perava"
216,Perwa,8,"Sumerapur Road ,Perava"
217,Perwa,1,"Rebariyo Ka Vas ,Perava"
217,Perwa,2,"Keshar Marg ,Perava"
217,Perwa,3,"Natho Ki Dhani ,Perava"
217,Perwa,4,"Jawahar Nagar ,Perava"
217,Perwa,5,"Bedal Road Jawahar Nagar ,Perava"
217,Perwa,6,"Jawahar Marg Kumharo Ka Vas ,Perava"
217,Perwa,7,"Meghwalon Ka Bas ,Perava"
217,Perwa,8,"Sumerapur Road ,Perava"
218,Bisalpur,1,"Kumharo Ka Bas ,Bisalapur"
218,Bisalpur,2,"Devaram Suthar Ki Gali ,Bisalapur"
218,Bisalpur,3,"Premaji Kalal Ki Gali ,Bisalapur"
218,Bisalpur,4,"Nathaji Dhachi Ki Gali ,Bisalapur"
218,Bisalpur,5,"Manohar Singh Ki Gali ,Bisalapur"
218,Bisalpur,6,"Naiyo Ka Bas ,Bisalapur"
218,Bisalpur,7,"Santok Ba Ki Gali ,Bisalapur"
218,Bisalpur,8,"Mukhya Marg Bisalapur ,Bisalapur"
218,Bisalpur,9,"Baliyo Ki Pol ,Bisalapur"
218,Bisalpur,10,"Oto Ba Ki Gali ,Bisalapur"
218,Bisalpur,11,"Ubadara-1 ,Bisalapur"
218,Bisalpur,12,"Baik Ke Pas ,Bisalapur"
218,Bisalpur,13,"Brahano Ka Bas ,Bisalapur"
218,Bisalpur,14,"Hanuman Chowk ,Bisalapur"
218,Bisalpur,15,"Braha Puri ,Bisalapur"
218,Bisalpur,16,"Luharo Ka Bas ,Bisalapur"
218,Bisalpur,17,"Kanya Shala Gali ,Bisalapur"
218,Bisalpur,18,"Pichaka Road ,Bisalapur"
218,Bisalpur,19,"Talab Marg ,Bisalapur"
218,Bisalpur,20,"Pichaka Road ,Bisalapur"
218,Bisalpur,21,"Ubadara-2 ,Bisalapur"
219,Bisalpur,1,"Kumharo Ka Bas ,Bisalapur"
219,Bisalpur,2,"Regaro Ka Bas ,Bisalapur"
219,Bisalpur,3,"Prathamik Vidhyalay Ke Pichhe ,Bisalapur"
219,Bisalpur,4,"Meghavalo Ka Bas-1 ,Bisalapur"
219,Bisalpur,5,"Mahadevaji Ki Gali ,Bisalapur"
219,Bisalpur,6,"Hanuman Chowk ,Bisalapur"
219,Bisalpur,7,"Meghavalo Ka Bas-2 ,Bisalapur"
219,Bisalpur,8,"Sodarala Ku ,Bisalapur"
219,Bisalpur,9,"Meghavalo Ka Bas ,Bisalapur"
219,Bisalpur,10,"Hiragaro Ka Bas-1 ,Bisalapur"
219,Bisalpur,11,"Harijano Ka Bas ,Bisalapur"
219,Bisalpur,12,"Hiragaro Ka Bas-2 ,Bisalapur"
220,Bisalpur,1,"Raju Bhai Ki Seri ,Bisalapur"
220,Bisalpur,2,"Sanskrit Shala Gali ,Bisalapur"
220,Bisalpur,3,"Rajputon Ka Bas-1 ,Bisalapur"
220,Bisalpur,4,"Bisalapur Ravla ,Bisalapur"
220,Bisalpur,5,"Haveli Ki Gali ,Bisalapur"
220,Bisalpur,6,"Mahalakshmi Ki Gali ,Bisalapur"
220,Bisalpur,7,"Hinduji Ka Bas-1 ,Bisalapur"
220,Bisalpur,8,"Hinduji Ka Bas-2 ,Bisalapur"
220,Bisalpur,9,"Votavato Ka Bas ,Bisalapur"
220,Bisalpur,10,"Chavado Ka Bas ,Bisalapur"
220,Bisalpur,11,"Rajputon Ka Bas-2 ,Bisalapur"
220,Bisalpur,12,"Hospital Road ,Bisalapur"
220,Bisalpur,13,"School Road ,Bisalapur"
220,Bisalpur,14,"Mataji Ka Pagada ,Bisalapur"
220,Bisalpur,15,"Station Road ,Bisalapur"
220,Bisalpur,16,"Phool Bag ,Bisalapur"
220,Bisalpur,17,"Varala Vali Seri ,Bisalapur"
220,Bisalpur,18,"Dholiyo Ki Gali ,Bisalapur"
220,Bisalpur,19,"Ravana Rajputon Bas ,Bisalapur"
220,Bisalpur,20,"Lato Ka Bas ,Bisalapur"
221,Bisalpur,1,"Akhariya ,Bisalapur"
221,Bisalpur,2,"Enikat Marg ,Bisalapur"
221,Bisalpur,3,"Khobagada ,Bisalapur"
221,Bisalpur,4,"Meeno Ka Bas ,Bisalapur"
221,Bisalpur,5,"Ravana Rajputon Ka Bas ,Bisalapur"
221,Bisalpur,6,"Parangi Bas ,Bisalapur"
222,Bisalpur,1,"Meghavalo Ka Bas ,Bisalapur"
222,Bisalpur,2,"Hanuman Chowk ,Bisalapur"
222,Bisalpur,3,"Rabariyo Ka Bas-1 ,Bisalapur"
222,Bisalpur,4,"Mahadevaji Math Ke Samne ,Bisalapur"
222,Bisalpur,5,"Meeno Ki Dhani ,Bisalapur"
222,Bisalpur,6,"Ambedkar Colony ,Bisalapur"
222,Bisalpur,7,"Devgarh Colony ,Bisalapur"
222,Bisalpur,8,"Ram Bavadi ,Bisalapur"
222,Bisalpur,9,"Rabariyo Ka Bas-2 ,Bisalapur"
222,Bisalpur,10,"Jujharaji Ka Mohalla ,Bisalapur"
223,Jivada,1,"Saina Jivada Road Purvi Bhag ,Jivada"
223,Jivada,2,"Bas Stand Mata Ji Mandir Marg Ka Utari Bhag ,Jivada"
223,Jivada,3,"Hanuman Chabutare Se Mata Ji Marg V Vighalay Marg ,Jivada"
223,Jivada,4,"Mata Ji Wala Nada Gaon ,Jivada"
223,Jivada,5,"Mata Ji Wala Nada Gaon D Bhag ,Jivada"
223,Jivada,6,"Ghir Singh Ji Ki Pol ,Jivada"
223,Jivada,7,"Kumhar Vada Se PichKa ,Jivada"
223,Jivada,8,"Vidyalay Ke Samne ,Jivada"
224,Sena,1,"Saluo Nada ,Sena"
224,Sena,2,"Bas Stand Ke Pas ,Sena"
224,Sena,3,"Rebariyo Ka Vas-1 ,Sena"
224,Sena,4,"Andar Ki Gali ,Sena"
224,Sena,5,"Ranavato Ka Vas ,Sena"
224,Sena,6,"Rebariyo Ka Vas-2 ,Sena"
225,Sena,1,"Meeno Ka Vas ,Sena"
225,Sena,2,"Ramdevji Mandir Ke Pas ,Sena"
226,Sewari,1,"Bali Se Sevadi Road ,Sevadi"
226,Sewari,2,"Panchayat Gali N. 1 New Chhipo Ka Bas ,Sevadi"
226,Sewari,3,"Panchayat Gali N. 3 Chhipo Ka Bas ,Sevadi"
226,Sewari,4,"Panchayat Gali Gali N. 5 Meghwalon Ka Bas ,Sevadi"
226,Sewari,5,"Brahamano Ka Bas ,Sevadi"
227,Sewari,1,"Khetalaji Se Bali Road ,Sevadi"
227,Sewari,2,"Mahakali Mandir Ke Pas ,Sevadi"
227,Sewari,3,"Meghavalo Ka Bada Bas ,Sevadi"
227,Sewari,4,"Hiragaro Ka Bas ,Sevadi"
227,Sewari,5,"Jato Ka Bas, Sevadi"
227,Sewari,6,"Hakarava Jav - Sarvoday Colony ,Sevadi"
227,Sewari,7,"Vera Sadava Road - Jatavada ,Sevadi"
227,Sewari,8,"Ramdev Ji Ka Bada Bas ,Sevadi"
227,Sewari,9,"Ravo Ka Bas 1 ,Sevadi"
228,Sewari,1,"Rebariyo Ka Bas ,Sevadi"
228,Sewari,2,"Ravo Ka Bas 2 ,Sevadi"
228,Sewari,3,"Sado Ka Bas ,Sevadi"
228,Sewari,4,"Barwa Vali Bas ,Sevadi"
228,Sewari,5,"Panchayat Gali N. 3 Sutharo Ka Bas ,Sevadi"
228,Sewari,6,"Panchayat Gali No. 3 Sutharo Ka Bas ,Sewadi"
228,Sewari,7,"Meghavalo Ka Chhota Bas ,Sevadi"
229,Sewari,1,"Meeno Ka Bas-1 ,Sevadi"
229,Sewari,2,"Asan Vali Jain Basti ,Sevadi"
229,Sewari,3,"Bhairu Ji Ki Gali ,Sevadi"
229,Sewari,4,"Pusal Bas ,Sevadi"
229,Sewari,5,"Bera Vali Gali ,Sevadi"
229,Sewari,6,"Hospital Road ,Sevadi"
229,Sewari,7,"Khandelaval Valo Ki Gali ,Sevadi"
229,Sewari,8,"Mirageshvar Road Rebariyo Ka Vas ,Sevadi"
229,Sewari,9,"Rebariyo Ka Uparala Bas ,Sevadi"
229,Sewari,10,"Harijano Ka Bas ,Sevadi"
229,Sewari,11,"Rajakiy Hospital V Usake Pas Ka Shetra ,Sevadi"
229,Sewari,12,"Water Varks ,Sevadi"
229,Sewari,13,"Suaro Ka Bas ,Sevadi"
229,Sewari,14,"Meeno Ka Vas-2 ,Sevadi"
229,Sewari,15,"Meeno Ka Vas-3 ,Sevadi"
229,Sewari,16,"Braha Puri ,Sevadi"
229,Sewari,17,"Mahalakshmi Marg ,Sevadi"
229,Sewari,18,"Nayapuri Ki Vas ,Sevadi"
229,Sewari,19,"Dedava Ki Bas ,Sevadi"
229,Sewari,20,"Beda Vali Bas ,Sevadi"
229,Sewari,21,"Bera Sakalo Wala ,Sevadi"
229,Sewari,22,"Bera Jato Ka ,Sevadi"
230,Sewari,1,"Ramdev Mandir ,Sevadi"
230,Sewari,2,"Narsari Road ,Sevadi"
230,Sewari,3,Andhela meeno ka vas sewari
230,Sewari,4,Jaato ka bera sewari
230,Sewari,5,Meeno ka vas sewadi
230,Sewari,6,Meeno ka bas khimela nagar ke niche sewadi
231,Sewari,1,"Bera Revariya Maliyo Ka ,Sevadi"
231,Sewari,2,"Bera Sonar Wala ,Sevadi"
231,Sewari,3,"Bera Riganiya Jato Ka ,Sevadi"
231,Sewari,4,"Bera Sunar Bas ,Sevadi"
231,Sewari,5,"Bera Pipaliya Jato Ka ,Sevadi"
231,Sewari,6,"Brahamano Ka Bas ,Sevadi"
231,Sewari,7,"Police Chouki Kumharo Ka Bas ,Sevadi"
231,Sewari,8,"Meeno Ka Chavara ,Sevadi"
231,Sewari,9,"Minapol Ke Andra ,Sevadi"
231,Sewari,10,"Mirageshvar Road ,Sevadi"
231,Sewari,11,"Rajputon Ka Bas ,Sevadi"
231,Sewari,12,"Hospital Barala Bera ,Sevadi"
231,Sewari,13,"Vali Se Bijapur Road ,Sevadi"
231,Sewari,14,"Hanuman Mohalla Padamabag ,Sevadi"
231,Sewari,15,"Pashu Chikitsalay Ke Pas ,Sevadi"
231,Sewari,16,"Bali Road ,Sevadi"
231,Sewari,17,"Haiskul Ambedagar Nagar ,Sevadi"
232,Sewari,1,"Andela Ambedagar Nagar ,Sevadi"
232,Sewari,2,"Jetalabav Khetala ,Sevadi"
232,Sewari,3,"Bavadi Jav Khetala ,Sevadi"
232,Sewari,4,Sevadi
232,Sewari,5,"Police Chouki Kumharo Ka Bas ,Sevadi"
233,Guda Sirviyan,1,"Mukhya Rasta ,Guda Siraviyan"
233,Guda Sirviyan,2,"Moti Dhibi ,Guda Siraviyan"
233,Guda Sirviyan,3,"Jogmaya Mandir Ke Pas ,Guda Siraviyan"
233,Guda Sirviyan,4,"Rokava Jav ,Guda Siraviyan"
234,Guda Sirviyan,1,"Bera Siroda ,Guda Siraviyan"
234,Guda Sirviyan,2,"Bera Otava ,Guda Siraviyan"
234,Guda Sirviyan,3,"Bera Jagoba ,Guda Siraviyan"
234,Guda Sirviyan,4,"Nimbala Nadi ,Guda Siraviyan"
235,Barwa,1,"Dholiyo V Saragaro Ke Ghar ,Barva"
235,Barwa,2,"Naya Pura ,Barva"
235,Barwa,3,"Purohito Ka Bas-1 ,Barva"
235,Barwa,4,"Boya Road ,Barva"
235,Barwa,5,"Purohito Ka Bas-2 ,Barva"
235,Barwa,6,"Varava Jav ,Barva"
235,Barwa,7,"Purohito Ka Bas-3 ,Barva"
236,Barwa,1,"Meghwalo ka Bada Bas ,Barva"
236,Barwa,2,"Ambedkar Gali ,Barva"
236,Barwa,3,"Purohito Ka Bas-1 ,Barva"
236,Barwa,4,"Ajad Gali ,Barva"
236,Barwa,5,"Purohito Ka Bas-2 ,Barva"
236,Barwa,6,"Badi Pol ,Barva"
236,Barwa,7,"Nai Pol ,Barva"
236,Barwa,8,"Sire Daravaja ,Barva"
237,Barwa,1,"Ramdevji meghawalo Ka Bas ,Barva"
237,Barwa,2,"Am Chouhata ,Barva"
237,Barwa,3,"Korakha ,Barva"
237,Barwa,4,"Naya Pura ,Barva"
237,Barwa,5,"Kumharo Ka Bas ,Barva"
237,Barwa,6,"Rabariyo Ka Bas ,Barva"
237,Barwa,7,"Indra colony Medhavalo Ka Bas ,Barva"
237,Barwa,8,"Bhato Ka Bas Dhani ,Barva"
238,Patawa,1,"Mukhya Gaon Chouhata ,Patava"
238,Patawa,2,"Chiman Sagar Krishi farm ,Patava"
239,Patawa,1,Indra Colony Patava
239,Patawa,2,Pipliya Bas Patava
239,Patawa,3,"Joivala Patava ,Patava"
239,Patawa,4,"Gram Chovahata ,Patava"
240,Mirgeshwar,1,"Samadhi Vali Gali ,Mirageshvar"
240,Mirgeshwar,2,"Hanumanaji Vali Gali ,Mirageshvar"
240,Mirgeshwar,3,"Thakur Ji Vali Gali ,Mirageshvar"
240,Mirgeshwar,4,"Bangale Vali Gali ,Mirageshvar"
240,Mirgeshwar,5,"Choudhariyo Ka Bas ,Mirageshvar"
240,Mirgeshwar,6,"Megavalo Ka Bas ,Mirageshvar"
240,Mirgeshwar,7,"Vidyalay Bhawan Ke Pas ,Mirageshvar"
240,Mirgeshwar,8,"Naiyo Ka Bas ,Mirageshvar"
240,Mirgeshwar,9,"Bera Nimbadiya ,Mirageshvar"
240,Mirgeshwar,10,"Raiko Ka Dhani ,Mirageshvar"
240,Mirgeshwar,11,"Bhabutaji Ka Bera ,Mirageshvar"
240,Mirgeshwar,12,"Bera Doli ,Mirageshvar"
240,Mirgeshwar,13,"Sonava Bandh Ke Pas ,Mirageshvar"
241,Karnawa,1,"Ghachiyo, Sutharon Ka Mohalla-1 ,Karanava"
241,Karnawa,2,"Rajputon Ka Mohalla-1 ,Karanava"
241,Karnawa,3,"kumharo Ghachiyo Ka Mohalla ,Karanava"
241,Karnawa,4,karneshwar mahadev main road
241,Karnawa,5,Laxminarayan road
241,Karnawa,6,Pipla road
241,Karnawa,7,Rajputon Ka Mohalla nivla bera
241,Karnawa,8,"Rajputon Ka Mohalla-2 ,Karanava"
241,Karnawa,9,sutharo ka mohalla
242,Karnawa,1,"Meghwalon Ka Mohalla ,Karanva"
242,Karnawa,2,"Saragaro, Meghwalon Ka Vas ,Karanva"
243,Guda Kalyansingh,1,"Meghawalo Ka Bas ,Guda Kalyan Singh"
243,Guda Kalyansingh,2,"Gadoliya Vas ,Guda Kalyan Singh"
243,Guda Kalyansingh,3,"Raika Vas ,Guda Kalyan Singh"
243,Guda Kalyansingh,4,"Choudhariyo Ka Bas ,Guda Kalyan Singh"
243,Guda Kalyansingh,5,"Jogiyon Ka Vas ,Guda Kalyan Singh"
244,Sadra,1,"Bera Barva ,Sadra"
244,Sadra,2,"Choudhariyo Ka Bas-1 ,Sadra"
244,Sadra,3,"Ravla-1 ,Sadra"
244,Sadra,4,"Choudhariyo Ka Bas-2 ,Sadra"
244,Sadra,5,"Am Chouhara Ravla ,Sadra"
244,Sadra,6,"Hanuman Chowk ,Sadra"
244,Sadra,7,"Om Chouhara Ravla ,Sadra"
244,Sadra,8,"Sutharon Ka Bas ,Sadra"
244,Sadra,9,"Hiragaro Ka Bas-1 ,Sadra"
244,Sadra,10,"Ravla-2 ,Sadra"
244,Sadra,11,"Hiragaro ka Bas-2 ,Sadra"
244,Sadra,12,"Rabariyo Ka Bas ,Sadra"
245,Sadra,1,"Meghavalo Ka Bas ,Sadra"
245,Sadra,2,"Chandor ,Sadra"
245,Sadra,3,"Naya Arat ,Sadra"
245,Sadra,4,"Sati Mata Road (megaval Mouhalla) ,Sadra"
245,Sadra,5,"Rabariyo Ka Bas ,Sadra"
245,Sadra,6,"Naya Pura ,Sadra"
245,Sadra,7,"Vera Saravaji V Khejadi Wala ,Sadra"
245,Sadra,8,"Sati Mata Road ,Sadra"
246,Latara,1,"Telephone Ekchej Vali Gali ,Latada"
246,Latara,2,"Jaino Ka Mohalla ,Latada"
246,Latara,3,"Meghavalo Ka Mohalla ,Latada"
246,Latara,4,"Bhadarava Marg ,Latada"
246,Latara,5,"Bheruji Marg ,Latada"
247,Latara,1,"Bheruji Marg ,Latada"
247,Latara,2,"Chakki Vali Gali Kumharo Ka Bas ,Latada"
247,Latara,3,"Bheruji Chowk ,Latada"
